SOURCE	Truth_Index	Predicted_Index	Truth_Nom	Predicted_Nom	Truth_Pages	Predicted_Pages	Distance	Quality
page_02_03_corpusense_raw_matches.csv	11	10	Bergeon (Benoît-Charles)	Bergeon (Benoît-Charles)	[517, 520, 521, 522, 523, 1517, 1695, 1696]	[517, 520, 521, 522, 523, 1517, 1695, 1696]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	12	11	Betoulle (Léon)	Betoulle (Léon)	[317, 508, 603, 896, 616, 1099, 1764]	[317, 508, 603, 896, 616, 1099, 1764]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	13	20	Blaignan (Raymond)	Blaignan (Raymond)	[112, 448, 449, 539, 1225]	<renvoi d'index>	0.5000	0.5000
page_02_03_corpusense_raw_matches.csv	14	12	Blaisot	Blaisot	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	15	13	Blois (comte Louis de)	Blois (comte Louis de)	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	16	14	Boivin-Champeaux	Boivin-Champeaux	[1, 344, 376, 379, 406, 784, 1590]	[1, 344, 376, 379, 406, 784, 1590]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	17	15	Bompard (Maurice)	Bompard (Maurice)	[754]	[754]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	18	16	Bon	Bon	[1417]	[1417]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	19	17	Borgeot (Charles)	Borgeot (Charles)	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	20	18	Borrel (Antoine)	Borrel (Antoine)	[1418]	[1418]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	21	19	Bosc (Jean)	Bosc (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	22	21	Bourdeaux (Henry)	Bordeaux (Henry)	[799, 1066]	[799, 738, 1066]	0.1034	0.8966
page_02_01_vt_matches.csv	0	0	Babin-Chevaye	Babin-Chevaye	[8, 582, 719]	[8, 582, 719]	0.0000	1.0000
page_02_01_vt_matches.csv	1	1	Bachelet (Alexandre)	Bachelet (Alexandre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_01_vt_matches.csv	2	2	Barthou (Louis)	Barthou (Louis), ministre de la guerre	[2]	[2]	0.2170	0.7830
page_02_01_vt_matches.csv	3	3	Barthou (Louis)	Barthou (Louis)	[394, 396, 397, 399, 1211, 1237]	[394, 396, 397, 399, 1211, 1237]	0.0000	1.0000
page_02_01_vt_matches.csv	4	4	Bazile (Gaston)	Bazile (Gaston)	[1560]	[1560]	0.0000	1.0000
page_02_01_vt_matches.csv	5	5	Beaumont (Jean)	Beaumont (Jean)	[477, 1087, 1130, 1287, 1667, 1674, 1708]	[477, 1087, 1130, 1287, 1667, 1674, 1708]	0.0000	1.0000
page_02_01_vt_matches.csv	6	6	Bénard (Léonus)	Bénard (Léonus)	[146, 148, 832]	[146, 148, 832]	0.0000	1.0000
page_02_01_vt_matches.csv	7	7	Bender	Bender	[966]	[966]	0.0000	1.0000
page_02_01_vt_matches.csv	8	8	Bérard (Léon)	Bérard (Léon), garde des sceaux, ministre de la justice	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1285, 1053, 1054, 1064, 1066, 1067, 1593, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1053, 1054, 1064, 1066, 1067, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	0.3212	0.6788
page_02_01_vt_matches.csv	9	9	Bérard (Victor)	Bérard (Victor)	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	0.0000	1.0000
page_02_01_vt_matches.csv	10	10	Bérenger (Henry)	Bérenger (Henry)	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	0.0000	1.0000
page_02_01_vt_matches.csv	11	11	Bergeon (Benoît-Charles)	Bergeon (Benoît-Charles)	[517, 520, 521, 522, 523, 1517, 1695, 1696]	[517, 520, 521, 522, 523, 1517, 1695, 1696]	0.0000	1.0000
page_02_01_vt_matches.csv	12	12	Betoulle (Léon)	Betoulle (Léon)	[317, 508, 603, 896, 616, 1099, 1764]	[317, 508, 603, 896, 616, 1099, 1764]	0.0000	1.0000
page_02_01_vt_matches.csv	13	13	Blaignan (Raymond)	Blaignan (Raymond)	[112, 448, 449, 539, 1225]	[112, 448, 449, 539, 1225]	0.0000	1.0000
page_02_01_vt_matches.csv	14	14	Blaisot	Blaisot, ministre de la santé publique	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	0.3444	0.6556
page_02_01_vt_matches.csv	15	15	Blois (comte Louis de)	Blois (comte Louis de)	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	0.0000	1.0000
page_02_01_vt_matches.csv	16	16	Boivin-Champeaux	Boivin-Champeaux	[1, 344, 376, 379, 406, 784, 1590]	[1, 344, 376, 379, 406, 784]	0.0556	0.9444
page_02_01_vt_matches.csv	17	17	Bompard (Maurice)	Bompard (Maurice)	[754]	[754]	0.0000	1.0000
page_02_01_vt_matches.csv	18	18	Bon	Bon	[1417]	[1417]	0.0000	1.0000
page_02_01_vt_matches.csv	19	19	Borgeot (Charles)	Borgeot (Charles)	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	0.0000	1.0000
page_02_01_vt_matches.csv	20	20	Borrel (Antoine)	Borrel (Antoine)	[1418]	[1418]	0.0000	1.0000
page_02_01_vt_matches.csv	21	21	Bosc (Jean)	Bosc (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_01_vt_matches.csv	22	22	Bourdeaux (Henry)	Bourdeaux (Henry)	[799, 1066]	[799, 738, 1066]	0.0882	0.9118
page_02_02_corpusense_boxes_matches.csv	0	0	Babin-Chevaye	Babin-Chevaye	[8, 582, 719]	[8, 582, 719]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	1	1	Bachelet (Alexandre)	Bachelet (Alexandre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	3	2	Barthou (Louis)	Barthou (Louis)	[394, 396, 397, 399, 1211, 1237]	[2, 394, 396, 397, 399, 1211, 1237]	0.0122	0.9878
page_02_02_corpusense_boxes_matches.csv	4	3	Bazile (Gaston)	Bazile (Gaston)	[1560]	[1560]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	5	4	Beaumont (Jean)	Beaumont (Jean)	[477, 1087, 1130, 1287, 1667, 1674, 1708]	[477, 1087, 1130, 1287, 1667, 1674, 1708]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	6	5	Bénard (Léonus)	Bénard (Léon)	[146, 148, 832]	[146, 148, 832]	0.0357	0.9643
page_02_02_corpusense_boxes_matches.csv	7	6	Bender	Bender	[966]	[966]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	8	7	Bérard (Léon)	Bérard (Léon)	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1285, 1053, 1054, 1064, 1066, 1067, 1593, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1053, 1054, 1064, 1066, 1067, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	0.0124	0.9876
page_02_02_corpusense_boxes_matches.csv	10	8	Bérenger (Henry)	Bérenger (Henry)	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	11	9	Bergeon (Benoît-Charles)	Bergeon (Benoît-Charles)	[517, 520, 521, 522, 523, 1517, 1695, 1696]	[517, 520, 521, 522, 523, 1517, 1695, 1696]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	12	10	Betoulle (Léon)	Betoulle (Léon)	[317, 508, 603, 896, 616, 1099, 1764]	[317, 508, 603, 616, 1099, 1764]	0.0349	0.9651
page_02_02_corpusense_boxes_matches.csv	13	11	Blaignan (Raymond)	Blaignan (Raymond)	[112, 448, 449, 539, 1225]	[112, 448, 449, 539, 1225]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	14	12	Blaisot	Blaisot	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	15	13	Blois (comte Louis de)	Blois (comte Louis de)	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	16	14	Boivin-Champeaux	Boivin-Champeaux	[1, 344, 376, 379, 406, 784, 1590]	[1, 344, 376, 379, 406, 784]	0.0556	0.9444
page_02_02_corpusense_boxes_matches.csv	17	15	Bompard (Maurice)	Bompard (Maurice)	[754]	[754]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	18	16	Bon	Bon	[1417]	[1417]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	19	17	Borgeot (Charles)	Borgeot (Charles)	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	20	18	Borrel (Antoine)	Borrel (Antoine)	[1418]	[1418]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	21	19	Bosc (Jean)	Bosc (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	22	20	Bourdeaux (Henry)	Bourdeaux (Henry)	[799, 1066]	[799, 1066]	0.0000	1.0000
page_05_03_matches.csv	0	2	Dentu	Dentu	[1024, 1031, 1560, 1563, 1564]	[1024, 1031, 1560, 1563, 1564]	0.0000	1.0000
page_05_03_matches.csv	1	3	Desjardins (Charles)	Desjardins (Charles)	[563]	[563]	0.0000	1.0000
page_05_03_matches.csv	2	4	Donon (Marcel)	Donon (Marcel)	[8, 113, 247, 537, 574, 649, 776, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1389, 1584]	[8, 113, 247, 537, 649, 776, 574, 1389, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1584]	0.0500	0.9500
page_05_03_matches.csv	3	5	Doumer (Paul)	Doumer (Paul)	[8, 15, 129, 143, 203, 386, 933, 935, 938, 1021]	[8, 15, 129, 143, 203, 386, 935, 933, 938, 938, 1021]	0.0424	0.9576
page_05_03_matches.csv	4	6	Drivet	Drivet	[635, 676, 768]	[635, 676, 768]	0.0000	1.0000
page_05_03_matches.csv	5	7	Duchein	Duchein	[491]	[491, 491]	0.1667	0.8333
page_05_03_matches.csv	6	8	Dumesnil	Dumesnil, ministre de l'air	[394, 396, 401, 402, 541, 546, 548, 549, 550, 551, 552, 845, 1003, 1700, 1701, 1702, 1703]	[394, 396, 401, 402, 541, 546, 548, 519, 550, 551, 552]	0.4119	0.5881
page_05_03_matches.csv	7	9	Dumont (Charles)	Dumont (Charles), ministre de la marine militaire	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	0.2538	0.7462
page_05_03_matches.csv	8	10	Duplantier	Duplantier	[407, 1584]	[407, 1584]	0.0000	1.0000
page_05_03_matches.csv	9	11	Durand (Jean)	Durand (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_05_03_matches.csv	10	12	Duroux (Jacques)	Duroux (Jaoques)	[1347]	[1347]	0.0312	0.9688
page_05_03_matches.csv	11	13	Eccard (Frédéric)	Eccard (Frédéric)	[262, 406, 627, 1094, 1389]	[262, 1094, 1389, 406, 627]	0.1765	0.8235
page_05_03_matches.csv	12	14	Gavillon (Edmond)	Edmond Cavillon	[17, 125, 182, 197, 563, 806, 884, 1094, 1102, 1124, 1389, 1559, 1582, 1812]	[17, 125, 182, 197, 563, 806, 884, 1094, 1389, 1102, 1124, 1559, 1582, 1812, 1812]	0.3412	0.6587
page_05_03_matches.csv	13	1	Sari (Emile)	Emile Sari	[8, 622, 623, 648, 652, 766, 785, 850, 850, 1606, 1715, 1717]	[8, 622, 623, 648, 652, 766, 850, 766, 785, 850, 1606, 1715, 1717, 304, 306, 304, 625, 671, 835, 1063, 1647]	0.4426	0.5574
page_05_03_matches.csv	14	15	Chanal (Eugène)	Eugène Chanal	[109, 1297, 1368]	[109, 1297, 1368]	0.2857	0.7143
page_05_03_matches.csv	15	16	Penancier (Eugène)	Eugène Penancier	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1775]	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1175]	0.2421	0.7579
page_05_03_matches.csv	16	17	Even	Even	[196, 211, 785, 797]	[196, 211, 785, 797, 797]	0.0556	0.9444
page_05_03_matches.csv	17	18	Farjon (Roger)	Farjon (Roger)	[95, 133, 387, 519, 660, 862, 901, 1095, 1260, 1648]	[95, 133, 387, 519, 660, 660, 862, 901, 1095, 1260, 1648]	0.0224	0.9776
page_05_03_matches.csv	18	0	Faure (Joseph)	Faure (Joseph)	[83, 125, 485, 494, 727, 731, 798, 808, 809, 862, 864, 969, 1136, 1289]	[5, 1003, 1700, 1701, 1702, 1703, 622, 623, 648, 652, 766, 850, 766, 785, 850, 304, 306, 304, 625, 671, 835, 1063, 1647]	0.3974	0.6026
page_05_02_matches.csv	0	0	Dentu	Dentu	[1024, 1031, 1560, 1563, 1564]	[1024, 1031, 1560, 1563, 1564]	0.0000	1.0000
page_05_02_matches.csv	1	1	Desjardins (Charles)	Desjardins (Charles)	[563]	[563]	0.0000	1.0000
page_05_02_matches.csv	2	2	Donon (Marcel)	Donon (Marcel)	[8, 113, 247, 537, 574, 649, 776, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1389, 1584]	[8, 113, 247, 537, 649, 776, 574, 1389, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1584]	0.0500	0.9500
page_05_02_matches.csv	3	3	Doumer (Paul)	Doumer (Paul)	[8, 15, 129, 143, 203, 386, 933, 935, 938, 1021]	[8, 15, 129, 143, 203, 386, 935, 933, 938, 1021]	0.0357	0.9643
page_05_02_matches.csv	4	4	Drivet	Drivet	[635, 676, 768]	[635, 676, 768]	0.0000	1.0000
page_05_02_matches.csv	5	5	Duchein	Duchein	[491]	[491]	0.0000	1.0000
page_05_02_matches.csv	6	6	Dumesnil	Dumesnil, ministre de l'air	[394, 396, 401, 402, 541, 546, 548, 549, 550, 551, 552, 845, 1003, 1700, 1701, 1702, 1703]	[394, 396, 401, 402, 541, 546, 548, 519, 550, 551, 552, 1003, 1700, 1701, 1702, 1703]	0.2944	0.7056
page_05_02_matches.csv	7	7	Dumont (Charles)	Dumont (Charles), ministre de la marine militaire	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	0.2538	0.7462
page_05_02_matches.csv	8	8	Duplantier	Duplantier	[407, 1584]	[407, 1584]	0.0000	1.0000
page_05_02_matches.csv	9	9	Durand (Jean)	Durand (Jean)	<renvoi d'index>	[1094, 1389]	0.5000	0.5000
page_05_02_matches.csv	10	10	Duroux (Jacques)	Duroux (Jaeques)	[1347]	[1347]	0.0312	0.9688
page_05_02_matches.csv	11	11	Eccard (Frédéric)	Eccard (Frédéric)	[262, 406, 627, 1094, 1389]	[262, 1094, 1389, 406, 627]	0.1765	0.8235
page_05_02_matches.csv	12	12	Gavillon (Edmond)	Edmond Gavillon	[17, 125, 182, 197, 563, 806, 884, 1094, 1102, 1124, 1389, 1559, 1582, 1812]	[17, 125, 182, 197, 563, 806, 884, 1094, 1102, 1124, 1559, 1582, 1812]	0.2717	0.7283
page_05_02_matches.csv	13	13	Sari (Emile)	Emile Sari	[8, 622, 623, 648, 652, 766, 785, 850, 850, 1606, 1715, 1717]	[8, 622, 623, 648, 652, 766, 850, 766, 785, 850, 1606, 1715, 1717]	0.3312	0.6688
page_05_02_matches.csv	14	14	Chanal (Eugène)	Eugène Chanal	[109, 1297, 1368]	[109, 1297, 1368]	0.2857	0.7143
page_05_02_matches.csv	15	15	Penancier (Eugène)	Eugène Penancier	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1775]	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1775]	0.2353	0.7647
page_05_02_matches.csv	16	16	Even	Even	[196, 211, 785, 797]	[196, 211, 785, 797]	0.0000	1.0000
page_05_02_matches.csv	17	17	Farjon (Roger)	Farjon (Roger)	[95, 133, 387, 519, 660, 862, 901, 1095, 1260, 1648]	[95, 133, 387, 519, 660, 862, 901, 1095, 1260, 1648]	0.0000	1.0000
page_05_02_matches.csv	18	18	Faure (Joseph)	Faure (Joseph)	[83, 125, 485, 494, 727, 731, 798, 808, 809, 862, 864, 969, 1136, 1289]	[83, 969, 125, 485, 494, 727, 731, 798, 808, 809, 862, 1289]	0.0823	0.9177
page_05_01_matches.csv	0	0	Dentu	Dentu	[1024, 1031, 1560, 1563, 1564]	[1024, 1031, 1560, 1563, 1564]	0.0000	1.0000
page_05_01_matches.csv	1	1	Desjardins (Charles)	Desjardins (Charles)	[563]	[563]	0.0000	1.0000
page_05_01_matches.csv	2	2	Donon (Marcel)	Donon (Marcel)	[8, 113, 247, 537, 574, 649, 776, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1389, 1584]	[8, 113, 247, 537, 649, 776, 574, 1389, 866, 1325, 1326, 1332, 1335, 1351, 1355, 1356, 1360, 1366, 1368, 1584]	0.0500	0.9500
page_05_01_matches.csv	3	18	Doumer (Paul)	Paul Doumer	[8, 15, 129, 143, 203, 386, 933, 935, 938, 1021]	[8, 15, 129, 143, 203, 386, 935, 933, 938, 1021]	0.2857	0.7143
page_05_01_matches.csv	4	3	Drivet	Drivet	[635, 676, 768]	[635, 676, 768]	0.0000	1.0000
page_05_01_matches.csv	5	4	Duchein	Duchein	[491]	[491]	0.0000	1.0000
page_05_01_matches.csv	6	5	Dumesnil	Dumesnil, ministre de l'air	[394, 396, 401, 402, 541, 546, 548, 549, 550, 551, 552, 845, 1003, 1700, 1701, 1702, 1703]	[394, 396, 401, 402, 541, 546, 548, 549, 550, 551, 552, 845, 1003, 1700, 1701, 1702, 1703]	0.2714	0.7286
page_05_01_matches.csv	7	6	Dumont (Charles)	Dumont (Charles), ministre de la marine militaire	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	[133, 296, 297, 516, 519, 520, 521, 531, 533, 695, 696, 1136, 1258, 1274, 1278, 1279, 1280, 1282]	0.2538	0.7462
page_05_01_matches.csv	8	7	Duplantier	Duplantier	[407, 1584]	[407, 1584]	0.0000	1.0000
page_05_01_matches.csv	9	8	Durand (Jean)	Durand (Jean)	<renvoi d'index>	[1024, 1031, 1560, 1563, 1564]	0.5000	0.5000
page_05_01_matches.csv	10	9	Duroux (Jacques)	Duroux (Jacques)	[1347]	[1347]	0.0000	1.0000
page_05_01_matches.csv	11	10	Eccard (Frédéric)	Eccard (Frédéric)	[262, 406, 627, 1094, 1389]	[262, 1094, 1389, 406, 627]	0.1765	0.8235
page_05_01_matches.csv	12	11	Gavillon (Edmond)	Edmond Gavillon	[17, 125, 182, 197, 563, 806, 884, 1094, 1102, 1124, 1389, 1559, 1582, 1812]	[17, 125, 182, 197, 563, 806, 884, 1094, 1389, 1102, 1124, 1559, 1582, 1812]	0.2917	0.7083
page_05_01_matches.csv	13	12	Sari (Emile)	Emile Sari	[8, 622, 623, 648, 652, 766, 785, 850, 850, 1606, 1715, 1717]	[8, 622, 623, 648, 652, 766, 850, 766, 785, 850, 1606, 1715, 1717]	0.3312	0.6688
page_05_01_matches.csv	14	13	Chanal (Eugène)	Eugène Chanal	[109, 1297, 1368]	[109, 1297, 1368]	0.2857	0.7143
page_05_01_matches.csv	15	14	Penancier (Eugène)	Eugène Penancier	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1775]	[270, 328, 342, 345, 346, 348, 360, 364, 365, 371, 373, 378, 379, 416, 417, 418, 419, 584, 1211, 1549, 1555, 1633, 1775]	0.2353	0.7647
page_05_01_matches.csv	16	15	Even	Even	[196, 211, 785, 797]	[196, 211, 785, 797]	0.0000	1.0000
page_05_01_matches.csv	17	16	Farjon (Roger)	Farjon (Roger)	[95, 133, 387, 519, 660, 862, 901, 1095, 1260, 1648]	[95, 133, 387, 519, 660, 862, 901, 1095, 1260, 1648]	0.0000	1.0000
page_05_01_matches.csv	18	17	Faure (Joseph)	Faure (Joseph)	[83, 125, 485, 494, 727, 731, 798, 808, 809, 862, 864, 969, 1136, 1289]	[83, 969, 1136, 125, 485, 494, 727, 731, 798, 808, 809, 862, 864, 1289]	0.0814	0.9186
